Permalink,Post Message,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - comment
https://www.facebook.com/underthebutton/posts/10155176584585855,Who knew this was coming?,4/7/18 15:25,1468,1927,26,2,0
https://www.facebook.com/underthebutton/posts/10155176513855855,"There's more than five out there, but here are a few.",4/7/18 14:40,1105,1468,4,0,0
https://www.facebook.com/underthebutton/posts/10155176393040855,&quot;I worried the boat will hinder my coffee-making arm.&quot;,4/7/18 13:15,2019,2712,49,8,0
https://www.facebook.com/underthebutton/posts/10155176243845855,This isn't real news (probably).,4/7/18 11:40,664,888,3,0,0
https://www.facebook.com/underthebutton/posts/10155176062340855,Definitely worth getting rid of MGMT100.,4/7/18 10:10,1988,2972,48,2,0
https://www.facebook.com/underthebutton/posts/10155175933310855,He's also kind enough to let everyone know in your 250-person lecture!,4/7/18 8:50,1885,2613,16,7,0
https://www.facebook.com/underthebutton/posts/10155174745295855,Approximately 85% of assignments are done during other classes' lectures.,4/6/18 16:25,2376,3136,43,9,0
https://www.facebook.com/underthebutton/posts/10155174669405855,Thank goodnessã the CSS Profile was way too complicated.,4/6/18 15:42,1526,1999,20,2,0
https://www.facebook.com/underthebutton/posts/10155174510280855,"At Penn, our students come up with unconventional solutions to some of the world's greatest challenges.",4/6/18 14:08,2811,3775,65,17,0
https://www.facebook.com/underthebutton/posts/10155174374450855,"So far, he's been adequately successful, &quot;at least in the weed part.&quot;",4/6/18 12:30,1885,2536,21,7,0
https://www.facebook.com/underthebutton/posts/10155174149380855,Penn researchers doing groundbreaking work every day.,4/6/18 11:10,1162,1465,11,2,0
https://www.facebook.com/underthebutton/posts/10155173993940855,Hmm... we gotta think about this one.,4/6/18 9:45,2847,3948,66,15,1
https://www.facebook.com/underthebutton/posts/10155172758700855,"&quot;Good luck explaining this one, Penn English Department.&quot;",4/5/18 16:20,3893,5586,85,20,6
https://www.facebook.com/underthebutton/posts/10155172688765855,She's an undefeated champ.,4/5/18 15:25,3770,5379,94,26,1
https://www.facebook.com/underthebutton/posts/10155172635655855,&quot;We have heard your voices. We're going to divest from blatantly unethical ventures as soon as they stop being profitable.&quot;,4/5/18 14:40,1735,2279,50,2,0
https://www.facebook.com/underthebutton/posts/10155172581395855,"&quot;At Penn, we cuff our jeans even if it makes them unreasonably short.&quot;",4/5/18 13:55,2623,3479,22,13,0
https://www.facebook.com/underthebutton/posts/10155172409265855,These six bands are definitely all different and not the same group with slight variations!,4/5/18 12:30,850,1082,4,0,0
https://www.facebook.com/underthebutton/posts/10155172233465855,Don't ask him to get coffee sometime.,4/5/18 11:01,709,906,5,0,0
https://www.facebook.com/underthebutton/posts/10155171997115855,It's one of two questions they ask in the Goldman sixth-round interview.,4/5/18 8:20,1882,2515,22,5,0
https://www.facebook.com/underthebutton/posts/10155171014855855,Embarrassing.,4/4/18 17:45,2285,2995,24,12,0
https://www.facebook.com/underthebutton/posts/10155170886830855,"Unfortunately, only 6 out of 10 could identify a job offer after graduation.",4/4/18 16:20,2867,3913,66,13,2
https://www.facebook.com/underthebutton/posts/10155170801190855,It's so ~relatable~,4/4/18 15:25,1398,1814,14,1,0
https://www.facebook.com/underthebutton/posts/10155170600520855,...hypothetically.,4/4/18 13:15,2689,3969,64,8,1
https://www.facebook.com/underthebutton/posts/10155170465540855,"&quot;Last year, I sent Dean Furda a series of mildly aggressive tweets because my brother didn't get admitted (we come from a family with triple legacy).&quot;",4/4/18 11:40,2598,3366,28,16,0
https://www.facebook.com/underthebutton/posts/10155170347660855,You can't be disappointed if your expectations are low.,4/4/18 10:10,2563,3358,33,16,0
https://www.facebook.com/underthebutton/posts/10155170088720855,This is disappointing to hear.,4/4/18 8:40,3996,5160,46,31,1
https://www.facebook.com/underthebutton/posts/10155169021395855,"Easy, Breezy.",4/3/18 17:45,1946,2753,9,2,0
https://www.facebook.com/underthebutton/posts/10155168830590855,The polls are open.,4/3/18 16:20,1122,1721,23,0,1
https://www.facebook.com/underthebutton/posts/10155168708650855,It's a requirement for every performing arts group to have their show on the same weekend.,4/3/18 15:25,1619,2104,30,4,0
https://www.facebook.com/underthebutton/posts/10155168619760855,"Can I see what you did for problem #2, though?",4/3/18 14:40,2132,2755,8,7,0
https://www.facebook.com/underthebutton/posts/10155168476315855,Everyone at this school is a fake,4/3/18 13:15,1267,1598,8,2,0
https://www.facebook.com/underthebutton/posts/10155168315960855,Shameful.,4/3/18 11:40,2780,3851,76,6,1
https://www.facebook.com/underthebutton/posts/10155168136640855,Big if true,4/3/18 10:10,740,942,3,0,0
https://www.facebook.com/underthebutton/posts/10155167965855855,It's a slippery slope.,4/3/18 8:40,1061,1343,5,1,0
https://www.facebook.com/underthebutton/posts/10155145451655855,That sushi is pretty expensive.,4/2/18 19:00,2437,3262,25,10,0
https://www.facebook.com/underthebutton/posts/10155166760965855,"I'm down to flip over some cars  if 'Nova wins, just text me how the game goes.",4/2/18 17:45,932,1203,13,2,0
https://www.facebook.com/underthebutton/posts/10155166624225855,How did we not see this coming?,4/2/18 16:20,1716,2331,35,2,0
https://www.facebook.com/underthebutton/posts/10155166549470855,We learned an important lesson.,4/2/18 15:25,1216,1579,20,0,0
https://www.facebook.com/underthebutton/posts/10155166347335855,Approximately 1 out of every 150 applicants will be accepted.,4/2/18 13:15,1251,1626,5,2,0
https://www.facebook.com/underthebutton/posts/10155166189680855,I live in Domus... please.,4/2/18 11:40,2264,2943,23,6,0
https://www.facebook.com/underthebutton/posts/10155166050970855,"Is your CIS partner loyal, or are they playing the field?",4/2/18 10:10,3612,4676,49,25,1
https://www.facebook.com/underthebutton/posts/10155165890670855,Eight days of no A's.,4/2/18 8:40,1808,2288,16,4,0
https://www.facebook.com/underthebutton/posts/10155165689130855,"We definitely could have been in the Final Four, okay?",4/2/18 7:00,855,1137,2,0,1
https://www.facebook.com/underthebutton/posts/10155164457600855,Make sure the lineup can't get any worse.,4/1/18 16:20,3173,4256,31,10,0
https://www.facebook.com/underthebutton/posts/10155164355870855,April Fools!,4/1/18 15:25,1240,1610,9,0,0
https://www.facebook.com/underthebutton/posts/10155164283895855,Advanced registration closes tonight.,4/1/18 14:40,2619,3465,39,4,0
https://www.facebook.com/underthebutton/posts/10155164062960855,"&quot;When they called us we were like, 'Uh, are you sure you want us for this gig?'&quot;",4/1/18 13:15,2441,3684,73,3,1
https://www.facebook.com/underthebutton/posts/10155164020995855,&quot;The results are in. Iêm not pregnant.&quot;,4/1/18 11:52,2563,3380,52,10,0
https://www.facebook.com/underthebutton/posts/10155163825430855,"Okay Zuckerberg, you win this time.",4/1/18 10:10,1961,2528,34,1,0
https://www.facebook.com/underthebutton/posts/10155163671720855,There were bottomless mimosas; it's understandable.,4/1/18 8:50,2060,2570,31,1,0
https://www.facebook.com/underthebutton/posts/10155162355615855,"See, there ARE consequences to not going to class all semester.",3/31/18 17:09,1115,1415,6,0,0
https://www.facebook.com/underthebutton/posts/10155162103165855,It's about time this position was formalized.,3/31/18 14:36,2738,3568,33,5,1
https://www.facebook.com/underthebutton/posts/10155161893525855,"If you think preprofessional culture is unavoidable, read this student's incredible story!",3/31/18 12:24,2704,3759,34,6,1
https://www.facebook.com/underthebutton/posts/10155161673170855,"&quot;While society sees my nosh of bullfrog as a disgusting act of barbarism, I see it for what it really is: a disgusting act of barbarism that brought me closer to my fraternity brothers.&quot;",3/31/18 10:10,3072,4080,41,8,0
https://www.facebook.com/underthebutton/posts/10155161544440855,Get the scoop on the fifth headliner!!!,3/31/18 8:50,1487,1984,3,1,0
https://www.facebook.com/underthebutton/posts/10155160203770855,Forget Franklin's Table.,3/30/18 15:25,1794,2387,19,1,0
https://www.facebook.com/underthebutton/posts/10155160074810855,"&quot;It really saves me a LOT of time. I would say, like, 18-22 minutes in a given week.&quot;",3/30/18 14:00,1370,1839,10,1,0
https://www.facebook.com/underthebutton/posts/10155159921315855,This guy also chants &quot;Puck Fenn&quot; at Penn v. Princeton football games.,3/30/18 12:30,1168,1568,10,0,0
https://www.facebook.com/underthebutton/posts/10155159728915855,It's hard being in Penn's true minority.,3/30/18 10:30,2685,3754,57,7,1
https://www.facebook.com/underthebutton/posts/10155159579610855,BREAKING.,3/30/18 9:20,1510,1901,5,0,0
https://www.facebook.com/underthebutton/posts/10155157997285855,This just in.,3/29/18 15:25,1643,2147,33,0,0
https://www.facebook.com/underthebutton/posts/10155157847005855,He &quot;knew all throughout college that he wanted to eventually manage a company.&quot;,3/29/18 13:58,892,1219,14,3,0
https://www.facebook.com/underthebutton/posts/10155157662255855,"&quot;My bidets, true to Huntsman form, are designed to deliver a gentle ass-kissing experience.&quot;",3/29/18 12:30,2363,3078,25,7,0
https://www.facebook.com/underthebutton/posts/10155157495675855,"Wow, the nerve.",3/29/18 11:10,2184,2831,14,6,0
https://www.facebook.com/underthebutton/posts/10155157321955855,We. Want. Three. Lau.,3/29/18 9:45,1026,1293,10,0,0
https://www.facebook.com/underthebutton/posts/10155157150660855,That 8.39% acceptance rate is tough.,3/29/18 8:20,2096,2828,49,1,0
https://www.facebook.com/underthebutton/posts/10155155218435855,And I thought my essay was a winner!,3/28/18 19:00,2803,3765,80,10,0
https://www.facebook.com/underthebutton/posts/10155155015095855,Time to figure out new summer plans.,3/28/18 17:45,1386,1829,18,1,0
https://www.facebook.com/underthebutton/posts/10155154785130855,Congrats!,3/28/18 16:20,5184,7697,126,28,4
https://www.facebook.com/underthebutton/posts/10155154625055855,Gotcha.,3/28/18 15:25,471,641,1,0,0
https://www.facebook.com/underthebutton/posts/10155154466985855,We guess it's against the rules now.,3/28/18 14:40,1225,1564,3,2,0
https://www.facebook.com/underthebutton/posts/10155154195375855,Today's our last chance to stop it.,3/28/18 13:15,1593,2050,31,1,0
https://www.facebook.com/underthebutton/posts/10155153812655855,Wait... only one team won the Ivy league championship? Are you sure?,3/28/18 11:40,671,914,5,0,0
https://www.facebook.com/underthebutton/posts/10155153536625855,"(16%) Penn InTouch Web Developer SalaryFor a website this magnificent, Penn scoured the earth for the greatest programmers in order to create a functional, well-designed, and user-friendly experience.",3/28/18 10:10,1915,2485,20,2,0
https://www.facebook.com/underthebutton/posts/10155153337310855,Strapped for cash?,3/28/18 8:40,619,837,2,0,0
https://www.facebook.com/underthebutton/posts/10155153158040855,"&quot;If it would help motivate people to stop these 'Stress Olympics,' I can just award myself gold right now and call it a day.&quot;",3/28/18 7:01,1238,1619,31,0,1
https://www.facebook.com/underthebutton/posts/10155151765410855,&quot;Forgot&quot; to pick up a copy of the DP today? Check out the joke issue online!,3/27/18 16:20,1073,1681,17,0,0
https://www.facebook.com/underthebutton/posts/10155151667225855,"&quot;The study, which followed a sample of 1,066 undergraduate and graduate students across all of Penn's schools, recorded sleep time and also, how the work go.&quot;",3/27/18 15:25,3702,5302,93,20,2
https://www.facebook.com/underthebutton/posts/10155151575925855,"Honestly, why leave campus... ever?",3/27/18 14:40,971,1507,16,0,0
https://www.facebook.com/underthebutton/posts/10155151394390855,"Penn shot 5 for 14 from the line, leaving plenty of supplies.",3/27/18 13:15,1258,2101,14,1,0
https://www.facebook.com/underthebutton/posts/10155151163440855,"Controversial, but unsurprising.",3/27/18 11:40,1988,3399,70,0,0
https://www.facebook.com/underthebutton/posts/10155150933405855,On the front cover of today's DP:,3/27/18 10:02,2152,3406,53,5,1
https://www.facebook.com/underthebutton/posts/10155148648955855,"Okay, if you dropped your Oreo McFlurryãthat's understandable.",3/26/18 17:45,878,1225,6,1,0
https://www.facebook.com/underthebutton/posts/10155148340495855,And you still had to pay $10 to go see it.,3/26/18 16:14,719,969,10,0,0
https://www.facebook.com/underthebutton/posts/10155148137315855,Someone get a petition started.,3/26/18 14:40,3028,4168,20,17,0
https://www.facebook.com/underthebutton/posts/10155147877895855,&quot;None of this would have happened if you had just been a bit more chill about that final.&quot;,3/26/18 12:45,4188,5880,133,57,0
https://www.facebook.com/underthebutton/posts/10155147604710855,Sisters think alike.,3/26/18 10:53,1569,2134,15,1,0
https://www.facebook.com/underthebutton/posts/10155147308490855,"&quot;Instead of choosing Sweetgreen every day for lunch and dinner, she'll go to Sweetgreen for lunch and cook dinner at her apartment to save a few extra dollars.&quot;",3/26/18 8:46,5754,8232,167,32,5
https://www.facebook.com/underthebutton/posts/10155147101480855,Seems about right.,3/26/18 7:00,2401,3307,61,4,0
https://www.facebook.com/underthebutton/posts/10155145651895855,&quot;My father no longer pays my tuition because I refuse to take paper exams.&quot;,3/25/18 15:25,2896,4027,25,18,1
https://www.facebook.com/underthebutton/posts/10155145566490855,We're half-impressed.,3/25/18 14:40,6911,9503,111,92,1
https://www.facebook.com/underthebutton/posts/10155145426350855,&quot;Women's liberation means stealing all you can from toxic male institutions.&quot;,3/25/18 13:15,4425,6309,58,31,0
https://www.facebook.com/underthebutton/posts/10155145229190855,Always having to click &quot;switch accounts&quot; is exhausting. You wouldn't understand.,3/25/18 11:40,3412,4709,69,17,0
https://www.facebook.com/underthebutton/posts/10155145087840855,&quot;He will do anything to protect his right to bear arms and show off his guns. &quot;,3/25/18 10:25,2545,3616,53,9,0
